url,住所,書店名称,郵便番号,都道府県,電話番号
http://www.miraiyashoten.co.jp/,愛知県名古屋市緑区大高町字奥平子1-1,未来屋書店大高店,〒459-8001,愛知県,052-624-4061
http://honto.jp/store/detail_1570153_14HB320.html,愛知県名古屋市中区新栄町1丁目1 明治安田生命名古屋ﾋﾞﾙ地下1.2階,ジュンク堂書店名古屋栄店,〒460-0004,愛知県,052-212-5360
http://honto.jp/store/detail_1570138_14HB310.html,愛知県名古屋市中区栄3-8-14,丸善名古屋本店,〒460-0008,愛知県,052-238-0320
http://honto.jp/store/detail_1570053_14HB320.html,愛知県名古屋市中区栄3-18-1 ﾅﾃﾞｨｱﾊﾟｰｸﾋﾞｼﾞﾈｽｾﾝﾀｰﾋﾞﾙ7F,ジュンク堂書店ロフト名古屋店,〒460-0008,愛知県,052-249-5592
http://www.sanyodo.co.jp/,愛知県名古屋市中区大須3-10-16,三洋堂書店上前津店,〒460-0011,愛知県,052-251-8334
http://yushodo.maruzen.co.jp/,愛知県名古屋市昭和区八雲町74,丸善南山大学名古屋売店,〒466-0823,愛知県,052-838-5566
http://www.sanyodo.co.jp/,愛知県名古屋市瑞穂区新開町18-22,三洋堂書店新開橋店,〒467-0856,愛知県,052-871-3934
http://chikusashobunkan.jimdo.com/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/,愛知県名古屋市天白区塩釜口1-501 名城大学天白ｷｬﾝﾊﾟｽ校4号館内,ちくさ正文館書店BOOKSHOP,〒468-8502,愛知県,052-833-8215
http://www.kinokuniya.co.jp/,愛知県豊田市八草町八千草1247 愛知工業大学内,紀伊國屋書店愛工大ブックセンター,〒470-0356,愛知県,0565-43-1025
http://www.seibunkan.co.jp/,愛知県豊田市広路町1-15,精文館書店新豊田店,〒471-0864,愛知県,0565-33-3322
http://www.kinokuniya.co.jp/,愛知県西春日井郡豊山町豊場林先1-8 ｴｱﾎﾟｰﾄｳｫｰｸ名古屋401,紀伊國屋書店名古屋空港店,〒480-0288,愛知県,0568-39-3851
http://www.miraiyashoten.co.jp/,愛知県長久手市長久手中央土地区画整理事業地内 5-10-11街区 ｲｵﾝﾓｰﾙ長久手4F,未来屋書店長久手店,〒480-1100,愛知県,0561-64-5722
http://www.culcos.com/branch.php,愛知県小牧市堀の内5-144,カルコス小牧店,〒485-0046,愛知県,0568-77-7511
http://yushodo.maruzen.co.jp/,愛知県春日井市松本町1200,丸善中部大学売店,〒487-0027,愛知県,0568-51-1204
http://www.miyawakishoten.com/,三重県四日市市安島1-3-31 ﾗﾗｽｸｴｱ四日市4F,宮脇書店四日市本店,〒510-0075,三重県,0593-59-5910
http://honto.jp/store/detail_1570117_14HB310.html,三重県四日市市諏訪栄町7-34 近鉄百貨店四日市店 B1F,丸善四日市店,〒510-8585,三重県,059-359-2340
http://www.miraiyashoten.co.jp/,三重県鈴鹿市庄野羽山4-1-2 ｲｵﾝﾓｰﾙ鈴鹿2階,未来屋書店鈴鹿店,〒513-0834,三重県,059-375-0617
http://yushodo.maruzen.co.jp/,滋賀県大津市瀬田大江町横谷1-5,丸善龍谷大学瀬田売店,〒520-2123,滋賀県,077-543-5135
http://www.books-ogaki.co.jp/,滋賀県大津市一里山7-1-1 ﾌｫﾚｵ大津一里山1F,大垣書店大津一里山店,〒520-2153,滋賀県,077-547-1020
http://honto.jp/store/detail_1570133_14HB320.html,滋賀県草津市大路1-1-1 ｶﾞｰﾃﾞﾝｼﾃｨ草津B1F,ジュンク堂書店滋賀草津店,〒525-0032,滋賀県,077-569-5553
http://www.blg.co.jp/kikuya/,滋賀県草津市新浜町300 ｲｵﾝﾓｰﾙ草津2F,喜久屋書店草津店,〒525-0067,滋賀県,077-516-1118
http://honto.jp/store/detail_1570007_14HB320.html,京都府京都市下京区四条通柳馬場東入ﾙ立売東町20-1,ジュンク堂書店京都店,〒600-8005,京都府,075-252-0101
http://www.books-ogaki.co.jp/,京都府京都市下京区四条通り室町東入函谷鉾町78 SUINA室町1F,大垣書店京都本店,〒600-8009,京都府,075-746-2211
http://www.yodobashi.com/,京都府京都市下京区烏丸通七条下ﾙ東塩小路町590-2 ﾖﾄﾞﾊﾞｼ京都ﾋﾞﾙ,ヨドバシカメラマルチメディア京都店,〒600-8216,京都府,075-351-1010
http://www.books-ogaki.co.jp/,京都府京都市下京区烏丸通七条下ﾙ東塩小路町702 ﾖﾄﾞﾊﾞｼ京都ﾋﾞﾙ6F,大垣書店ヨドバシ京都店,〒600-8216,京都府,075-371-1700
http://www.amigoshoten.co.jp/,京都府京都市南区東九条西山王町31 ｱﾊﾞﾝﾃｨﾋﾞﾙ内ﾌｨｽﾐｰ京都店6F,アバンティ･ブックセンター,〒601-8003,京都府,075-671-8987
http://www.books-ogaki.co.jp/,京都府京都市南区久世高田町376番 ｲｵﾝﾓｰﾙ京都桂川1F,大垣書店イオンモール京都桂川店,〒601-8211,京都府,075-925-1717
http://www.books-ogaki.co.jp/,京都府京都市南区八条通西洞院下ﾙ九条鳥居口町 ｲｵﾝﾓｰﾙKYOTO Kaede館2F,大垣書店イオンモールＫＹＯＴＯ店,〒601-8417,京都府,075-692-3331
http://www.kinokuniya.co.jp/,京都府京都市北区上賀茂本山 京都産業大学売店,紀伊國屋書店京都産業大学ブックセンター,〒603-8555,京都府,075-708-1356
http://honto.jp/store/detail_1570144_14HB310.html,京都府京都市中京区河原町通三条下ﾙ2丁目山崎町 251 京都BAL店内B1F~B2F,丸善京都本店,〒604-8031,京都府,075-253-1599
http://www.kumabook.net/,京都府相楽郡精華町精華台9-2-4 ﾕｰﾀｳﾝけいはんな西館1F,アカデミアけいはんな店,〒619-0238,京都府,0774-98-4053
http://honto.jp/store/detail_1570022_14HB320.html,大阪府大阪市北区堂島1-6-20 堂島ｱﾊﾞﾝｻﾞ3F,ジュンク堂書店大阪本店,〒530-0003,大阪府,06-4799-1090
http://www.yodobashi.com/,大阪府大阪市北区大深町1-1,ヨドバシカメラ梅田店,〒530-0011,大阪府,06-4802-1010
http://www.kinokuniya.co.jp/,大阪府大阪市北区大深町4-20 ｸﾞﾗﾝﾌﾛﾝﾄ大阪店ｼｮｯﾌﾟ&ﾚｽﾄﾗﾝ南館6F,紀伊國屋書店グランフロント大阪店,〒530-0011,大阪府,06-7730-8451
http://www.kinokuniya.co.jp/,大阪府大阪市北区芝田1-1-3 阪急三番街,紀伊國屋書店梅田本店,〒530-0012,大阪府,06-6372-5821
http://honto.jp/store/detail_1570065_14HB320.html,大阪府大阪市北区茶屋町7-20 ﾁｬｽｶ茶屋町B1F~7F,MARUZEN＆ジュンク堂書店梅田店,〒530-0013,大阪府,06-6292-7383
http://honto.jp/store/detail_1570021_14HB320.html,大阪府大阪市中央区天満橋京町1-1 京阪ｼﾃｨﾓｰﾙ7F,ジュンク堂書店天満橋店,〒540-0032,大阪府,06-6920-3730
http://www.kinokuniya.co.jp/,大阪府大阪市中央区安土町2-3-13 大阪国際ﾋﾞﾙﾃﾞｨﾝｸﾞ1F,紀伊國屋書店本町店,〒541-0052,大阪府,06-4705-4556
http://www.asahiya.com/shop/index.asp,大阪府大阪市中央区難波5-1-60 なんばCITY B2,旭屋書店なんばCITY店,〒542-0076,大阪府,06-6644-2551
https://www.kinokuniya.co.jp/,大阪府大阪市天王寺区悲田院町10-39 天王寺ﾐｵ 本館9F,紀伊國屋書店天王寺ミオ店,〒543-0055,大阪府,06-6776-7091
http://www.blg.co.jp/kikuya/,大阪府大阪市阿倍野区阿倍野筋1-5-31 ｱﾎﾟﾛﾋﾞﾙ2F,喜久屋書店阿倍野店,〒545-0052,大阪府,06-6634-8606
http://honto.jp/store/detail_1570127_14HB320.html,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのﾊﾙｶｽ近鉄本店ｳｲﾝｸﾞ館7F･8F,ジュンク堂書店近鉄あべのハルカス店,〒545-8545,大阪府,06-6626-2151
http://honto.jp/store/detail_1570052_14HB320.html,大阪府大阪市浪速区湊町1-2-3 ﾏﾙｲﾄ難波ﾋﾞﾙ,ジュンク堂書店難波店,〒556-0017,大阪府,06-4396-4771
http://tamurabook.jp/,大阪府豊中市新千里東町1-3-321 せんちゅうﾊﾟﾙ3F･4F,田村書店千里中央店,〒560-0082,大阪府,06-6831-5657
http://www.kandai.ne.jp/coop/,大阪府吹田市千里山東3-10-1,関西大学生協吹田店,〒565-0842,大阪府,06-6368-7548
http://www.kandai.ne.jp/coop/,大阪府高槻市霊仙寺町2-1-1,関西大学生協高槻店,〒569-1052,大阪府,072-699-0275
http://www.kinokuniya.co.jp/,大阪府高槻市白梅町4-1 高槻ｵｰﾛﾗﾓｰﾙ5F,紀伊國屋書店高槻店,〒569-1196,大阪府,072-686-1195
http://www.miraiyashoten.co.jp/,大阪府守口市大日東町1-18 ｲｵﾝ大日ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ3F,未来屋書店大日店,〒570-0016,大阪府,06-6900-6030
,大阪府堺市堺区三国ヶ丘御幸通59 堺高島屋4階,丸善高島屋堺店,〒590-0028,大阪府,072-225-0930
http://www.miraiyashoten.co.jp/,大阪府泉南市りんくう南浜3-12 ｲｵﾝﾓｰﾙ泉南2階,未来屋書店りんくう泉南店,〒590-0535,大阪府,072-482-0517
http://honto.jp/store/detail_1570001_14HB320.html,兵庫県神戸市中央区三宮町1-6-18,ジュンク堂書店三宮店,〒650-0021,兵庫県,078-392-1001
http://www.books-ogaki.co.jp/,兵庫県神戸市中央区東川崎町1 umie NORTH MALL5階,大垣書店ハーバーランドumie店,〒650-0044,兵庫県,078-382-7112
http://honto.jp/store/detail_1570002_14HB320.html,兵庫県神戸市中央区雲井通6-1-15 ｻﾝｼﾃｨﾋﾞﾙ7F,ジュンク堂書店三宮駅前店,〒651-0096,兵庫県,078-252-0777
http://www.blg.co.jp/kikuya/,兵庫県神戸市北区上津台8-1-1 ｲｵﾝﾓｰﾙ神戸北2F,喜久屋書店北神戸店,〒651-1515,兵庫県,078-983-3755
http://honto.jp/store/detail_1570027_14HB320.html,兵庫県西宮市北口町1-1 ｱｸﾀ西宮西館4F,ジュンク堂書店西宮店,〒663-8035,兵庫県,0798-68-6300
http://www.book1st.net/,兵庫県西宮市高松町14-2-405 阪急西宮ｶﾞｰﾃﾞﾝｽﾞ4F,ブックファースト阪急西宮ガーデンズ店,〒663-8204,兵庫県,0798-62-6103
http://honto.jp/store/detail_1570026_14HB320.html,兵庫県姫路市豆腐町222 ﾌﾟﾘｴ姫路2F,ジュンク堂書店姫路店,〒670-0914,兵庫県,0792-21-8280
https://honto.jp/store/detail_1570165_14HB320.html,兵庫県明石市大明石1-6-1 ﾊﾟﾋﾟｵｽあかし2階,ジュンク堂書店明石店,〒673-0891,兵庫県,078-918-6670
http://www.kinokuniya.co.jp/,兵庫県加古川市加古川町篠原町三ﾂ升21-8 ﾔﾏﾄﾔｼｷ加古川店6F,紀伊國屋書店加古川店,〒675-0065,兵庫県,0794-27-3311
http://honto.jp/store/detail_1570160_14HB320.html,奈良県奈良市西大寺東町2-4-1 ならﾌｧﾐﾘｰ専門店街4階,ジュンク堂書店奈良店,〒631-0821,奈良県,0742-36-0801
http://www.blg.co.jp/kikuya/,奈良県橿原市曲川町7-20-1 ｲｵﾝﾓｰﾙ橿原ｱﾙﾙ3F,喜久屋書店橿原店,〒634-0837,奈良県,0744-20-3151
http://www.blg.co.jp/kikuya/,奈良県大和郡山市下三橋町741 ｲｵﾝﾓｰﾙ大和郡山2F,喜久屋書店大和郡山店,〒639-1101,奈良県,0743-55-2200
http://www.okuwa.net/gardenpark/,和歌山県和歌山市松江字向鵜ﾉ島1469-1,TSUTAYA WAYガーデンパーク和歌山店,〒640-8421,和歌山県,073-480-5900
http://www.imaibooks.co.jp/,鳥取県鳥取市叶310,今井書店吉成店,〒680-0874,鳥取県,0857-51-7020
http://www.imaibooks.co.jp/,鳥取県米子市新開2-3-10,本の学校 今井ブックセンター,〒683-0801,鳥取県,0859-31-5000
http://www.imaibooks.co.jp/,島根県松江市田和山町88,今井書店グループセンター店,〒690-0058,島根県,0852-20-8811
http://honto.jp/store/detail_1576960_14HB310.html,岡山県岡山市北区表町1-5-1,丸善岡山シンフォニービル店,〒700-0822,岡山県,086-233-4640
http://www.keibunsha.net/,岡山県岡山市北区下中野377-1,啓文社岡山本店,〒700-0973,岡山県,086-805-1123
http://www.miyawakishoten.com/,岡山県岡山市北区今3-23-103,宮脇書店岡山本店,〒700-0975,岡山県,086-242-2188
http://www.blg.co.jp/kikuya/,岡山県倉敷市水江1 ｲｵﾝ倉敷ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ2F,喜久屋書店倉敷店,〒710-0802,岡山県,086-430-5450
http://www.keibunsha.net/,広島県福山市入船町3-1-25 天満屋ﾊﾋﾟｰﾀｳﾝ1F,啓文社福山ポートプラザ店,〒720-8523,広島県,084-971-1211
http://www.futabatosho.co.jp/,広島県福山市明神町1-14-20,フタバ図書ALTI福山本店,〒721-0961,広島県,084-973-8780
http://www.kinokuniya.co.jp/,広島県広島市中区基町6-27 広島ｾﾝﾀｰﾋﾞﾙ6F,紀伊國屋書店広島店,〒730-0011,広島県,082-225-3232
http://honto.jp/store/detail_1570062_14HB310.html,広島県広島市中区胡町5-22 天満屋広島八丁堀店7･8F,丸善広島店,〒730-0021,広島県,082-504-6210
http://www.futabatosho.co.jp/,広島県広島市安佐南区中筋4-11-7,フタバ図書MEGA中筋店,〒731-0122,広島県,082-830-0601
http://www.futabatosho.co.jp/,広島県広島市佐伯区石内東4丁目1番1号1001 THE OUTLETS HIROSHIMA1F,フタバ図書ジアウトレット広島店,〒731-5162,広島県,082-961-5250
http://honto.jp/store/detail_1570023_14HB320.html,広島県広島市南区松原町9-1 福屋広島駅前店10F,ジュンク堂書店広島駅前店,〒732-0822,広島県,082-568-3000
http://www.futabatosho.co.jp/,広島県広島市西区草津南4-7-1,フタバ図書アルパーク店,〒733-0863,広島県,082-270-5730
http://www.futabatosho.co.jp/,広島県安芸郡府中町大須2-1-1-3022,フタバ図書TERA広島府中店,〒735-8588,広島県,082-561-0770
http://www.kumabook.net/,山口県下関市竹崎町4-4-7 ﾀﾞｲｴｰ下関店4F,くまざわ書店下関店,〒750-0025,山口県,0832-28-0401
http://www.kinokuniya.co.jp/,徳島県徳島市寺島本町西1-5 そごう徳島店8F,紀伊國屋書店徳島店,〒770-8511,徳島県,088-602-1611
http://www.miyawakishoten.com/,香川県高松市丸亀町4-8,宮脇書店本店,〒760-0029,香川県,087-851-3733
http://honto.jp/store/detail_1570148_14HB320.html,香川県高松市常磐町1丁目3番地1号 瓦町FLAG7F,ジュンク堂書店高松店,〒760-0054,香川県,087-832-0170
http://www.miyawakishoten.com/,香川県高松市朝日新町3-4,宮脇書店総本店,〒760-0064,香川県,087-823-3152
http://www.miyawakishoten.com/,香川県高松市伏石町146-1,宮脇書店南本店,〒761-8071,香川県,087-869-9361
http://honto.jp/store/detail_1570054_14HB320.html,愛媛県松山市千舟町5-7-1 ｴｽﾊﾟｽ松山内,ジュンク堂書店松山店,〒790-0011,愛媛県,089-915-0075
http://www.tsutaya.co.jp/index.zhtml,高知県高知市中万々809,TSUTAYA中万々店,〒780-0972,高知県,088-875-0320
http://www.kinkohdo.co.jp/,高知県香美市土佐山田町宮ﾉ口185 高知工科大学内,金高堂工科大学売店,〒782-0003,高知県,0887-52-3811
http://www.blg.co.jp/kikuya/,福岡県北九州市小倉北区京町3-1-1 COLET井筒屋/I'm9F,喜久屋書店小倉店,〒802-0002,福岡県,093-514-1400
http://www.sekibunkan.co.jp/,福岡県北九州市小倉北区馬借1-4-7,BCクエスト小倉本店,〒802-0077,福岡県,093-522-3924
http://honto.jp/store/detail_1570028_14HB320.html,福岡県福岡市中央区天神1-10-13 ﾒﾃﾞｨｱﾓｰﾙ天神,ジュンク堂書店福岡店,〒810-0001,福岡県,092-738-3322
http://www.kinokuniya.co.jp/,福岡県福岡市東区和白東3-30-1,紀伊國屋書店福岡工業大学ブックセンター,〒811-0214,福岡県,092-608-5080
http://www.yodobashi.com/,福岡県福岡市博多区博多駅中央街6-12,ヨドバシカメラ博多店,〒812-0012,福岡県,092-471-1010
http://honto.jp/store/detail_1577305_14HB310.html,福岡県福岡市博多区博多駅中央街1-1 博多駅ﾋﾞﾙｱﾐｭﾌﾟﾗｻﾞ8F,丸善博多店,〒812-0012,福岡県,092-413-5401
http://www.kinokuniya.co.jp/,福岡県福岡市博多区博多駅中央街2-1 福岡交通ｾﾝﾀｰﾋﾞﾙ6F,紀伊國屋書店福岡本店,〒812-0012,福岡県,092-434-3100
http://www.kinbun.co.jp/profile/profile.html,福岡県福岡市城南区七隈8-19-1 福岡大学構内,福岡金文堂福岡大学店,〒814-0180,福岡県,092-871-1611
,福岡県福岡市西区元岡744 九州大学内ｳｴｽﾄｿﾞｰﾝ　ﾋﾞｯｸﾞどら,九大生協ビッグどら店,〒819-0385,福岡県,092-834-2310
,福岡県福岡市西区元岡744,九州大学生協伊都皎皎舎店,〒819-0385,福岡県,092-805-7700
,福岡県福岡市西区元岡744 九大生協ｳｴｽﾄ5号館,九州大学生協農学部店,〒819-0395,福岡県,
,福岡県久留米市上津町2228-66,久留米工業大学購買部菊竹金文堂,〒830-0052,福岡県,0942-22-2123
http://www.kinokuniya.co.jp/,福岡県久留米市新合川1-2-1 ゆめﾀｳﾝ久留米2F,紀伊國屋書店久留米店,〒839-0865,福岡県,0942-45-7170
http://www.kinokuniya.co.jp/,佐賀県佐賀市兵庫町兵庫北5丁目14番1号 ゆめﾀｳﾝ佐賀2F,紀伊國屋書店佐賀店,〒849-0919,佐賀県,0952-36-8171
http://www.kinokuniya.co.jp/,長崎県長崎市元船町10-1 夢彩都4F,紀伊國屋書店長崎店,〒850-0035,長崎県,095-811-4919
http://www.metrobooks.co.jp/,長崎県長崎市尾上町1-1 ｱﾐｭﾌﾟﾗｻﾞ長崎3F,メトロ書店本店,〒850-0058,長崎県,095-821-5464
http://www.sannenzaka.jp/,熊本県熊本市中央区安政町1-2 ｶﾘｰﾉ下通2F,蔦屋書店熊本三年坂,〒860-0801,熊本県,096-212-9101
http://www.kinokuniya.co.jp/,熊本県菊池郡菊陽町光の森7-33-1 ゆめﾀｳﾝ光の森本館2F,紀伊國屋書店熊本光の森店,〒869-1108,熊本県,096-233-1700
http://honto.jp/store/detail_1570014_14HB320.html,大分県大分市中央町2-3-4 1階~5階,ジュンク堂書店大分店,〒870-0035,大分県,097-536-8181
http://www.kinokuniya.co.jp/,大分県大分市一木1727,紀伊國屋書店日本文理大学ブックセンター,〒870-0316,大分県,097-593-0955
http://www.miraiyashoten.co.jp/,宮崎県宮崎市新別府町江口862-1 ｲｵﾝﾓｰﾙ宮崎 新館2F,未来屋書店宮崎店,〒880-0834,宮崎県,0985-77-7507
http://kk-misumi.jp/,鹿児島県鹿児島市宇宿2-3-5 ｵﾌﾟｼｱﾐｽﾐ1F,ブックスミスミオプシア,〒890-0073,鹿児島県,099-813-7012
http://honto.jp/store/detail_1570058_14HB320.html,鹿児島県鹿児島市呉服町6-5 ﾏﾙﾔｶﾞｰﾃﾞﾝｽﾞ5F･6F,ジュンク堂書店鹿児島店,〒892-0826,鹿児島県,099-216-8838
http://honto.jp/store/detail_1570050_14HB320.html,沖縄県那覇市牧志1-19-29 Dnaha内,ジュンク堂書店那覇店,〒900-0013,沖縄県,098-860-7175
http://www.todabooks.co.jp/,沖縄県豊見城市豊崎1-420,戸田書店豊見城店,〒901-0225,沖縄県,098-852-2511
